ANXA10,CA9,CBLIF,CTSE,GAST,GHRL,GKN1,LIPF,MUCL3,PGA4,TFF1,TFF2,Intercept
0.019192440018078197,-0.03172481289086597,0.024720421218181098,-0.022294038895444363,-0.08080090908206838,0.06436008611949873,0.008374175267217033,0.0912318437098234,0.0503732923910815,-0.09582104178006301,-0.0954214351004142,-0.2525410853250161,10.105888601921052
