ANXA10,CA9,CBLIF,CTSE,GAST,GHRL,GKN1,LIPF,MUCL3,PGA4,TFF1,TFF2,Intercept
0.02443310165639212,-0.003065997523287266,0.030887256247926008,-0.02665132986255202,-0.07418760002009647,0.04898517478257774,0.02522396437500925,0.09680912680441432,0.05635004520010405,-0.11300245451034745,-0.09871721853348184,-0.25614696915790314,10.077619560804697
