BPIFB2,CCL28,CRISP3,CXCL5,LACRT,LEG1,LPO,ODAM,PRR4,TCN1,Intercept
-0.08152935321958509,-0.21022658495375215,0.31274481469481064,0.03558167835313191,0.1530532461297344,0.007794699425986344,-0.004944307891041843,0.2455148623108529,-0.027714782040678274,-0.18929888230095815,10.021637332893176
