ANXA10,CA9,CBLIF,CTSE,GAST,GHRL,GKN1,LIPF,MUCL3,PGA4,TFF1,TFF2,Intercept
0.021644935250723328,-0.0024423054350483715,0.022340038207517555,-0.025027626306235146,-0.07982208992542018,0.06309649437709033,0.0016270580511578143,0.07728688873400964,0.053492220707972035,-0.0923863601917975,-0.08697855191839161,-0.2603041910199065,10.096875099058256
