BSND,CYP24A1,HAVCR1,ITGB6,NPHS2,PDZK1,PTH1R,REN,UMOD,Intercept
-0.0006647317300097258,-0.028791424937729043,-0.34546817266750984,-0.0875982079357324,-0.0030397373367294623,0.0014774308009131674,-0.014214608191658932,-0.18804402366409897,0.17083968798591462,10.08983763734083
