ACAN,BGN,CRLF1,CYTL1,ELN,FRZB,ITGBL1,LTBP2,MFGE8,SOST,SUSD5,THBS2,TNFRSF11B,VCAN,Intercept
0.47376795467859933,0.06150262715790069,-0.07974374041094485,-0.20859495674384693,-0.35362956308513765,0.004316965149500941,-0.16166566019723302,-0.5655102634450485,-0.04510233471277041,0.04446057714956093,-0.1350244301190414,0.004905551316854345,-0.3355662870257202,0.023818301701590668,10.080925317280109
