AGER,ALPP,CCL18,CSF2,LAMP3,SCGB1A1,SCGB3A2,SFTPA1,SFTPA2,SFTPD,VIPR1,Intercept
0.259306471520247,-0.019563725814852807,-0.13666042593562308,-0.03475579076741609,-0.34171122719120733,-0.08648972530806563,-0.027030295322117044,-0.06582263583892467,-0.05767058434439021,-0.14140230266468864,0.0342099151820219,10.083291410965522
