ATP1B4,CA3,DUSP29,EGLN1,ENO3,FGF6,IDI2,KLHL41,MYBPC1,MYBPC2,MYH4,MYL1,MYLPF,NEB,PRKAG3,RYR1,SOD2,TMOD4,TPM3,TTN,Intercept
0.008003355947391455,-0.045183804487801696,0.003961136295991183,-0.18670219910682875,0.33568891602090456,-0.014081759956236195,-0.09295507143613849,0.11009325055993813,-0.30924293577690865,-0.050394718515733676,0.019782198099574155,-0.04986613823986416,-0.07785221630034905,0.008101844636386553,-0.012322591472477546,-0.02555595166247776,-0.1793641142869575,-0.030473751453763923,0.05134922153044125,0.02099509995219031,10.035084461295398
