ATP1B4,CA3,DUSP29,EGLN1,ENO3,FGF6,IDI2,KLHL41,MYBPC1,MYBPC2,MYH4,MYL1,MYLPF,NEB,PRKAG3,RYR1,SOD2,TMOD4,TPM3,TTN,Intercept
0.0022847790623276433,-0.047199177197107894,-0.01857274169494555,-0.18100662306371673,0.30069281328459735,-0.029180761650395428,-0.07520661009443767,0.13005360868434135,-0.2813052796750198,-0.04432811715729862,0.0074310004717411315,-0.03418631858479371,-0.10411635516714235,0.029034736924987998,-0.044019765863508156,-0.031331784914413525,-0.15158444340054286,-0.02320945637133308,0.0646629689427096,-0.002111316295455769,10.050419475664217
