CGA,CSH1,FSHB,GAL,GH1,GH2,GHRHR,LHB,NPTX2,POMC,PRL,TSHB,Intercept
-0.1061783597308301,0.028924997042046006,0.06464374945667763,0.14785263732161794,-0.006918365593724654,0.01062929793667713,-0.017012558249037177,0.02766329324869829,-0.5313365343554992,-0.02581999647493964,0.04348736773666526,0.031463560478939286,9.963128941457496
