ACRBP,ACRV1,ART5,BPIFA2,BRAP,BRDT,BRME1,CBX2,CDC25A,CETN3,CLSPN,CRISP2,DCUN1D1,DDX4,DDX53,DEFB118,DKKL1,DNAJB8,GAGE2A,GJA8,H2AP,HMMR,IL13,IL31,IL5,INSL3,IZUMO1,KEL,KLK3,KLK4,LELP1,LYAR,LYZL2,MAGEA3,MENT,MSMB,NAA80,OTOA,PBK,PDCL2,PRAME,PRND,RAD51,RLN1,SDK2,SPESP1,SPINK2,TCP11,TEX101,TEX33,TIMD4,TMCO5A,TPPP2,UBQLN3,ZNRF4,Intercept
-0.0349972258815118,-0.07010456156391538,0.005205850386154372,0.027650935632955696,0.03893019257369316,-0.08880433123706744,-0.033804412106687914,0.03400521920739183,-0.0022626435095965194,-0.005051605112327171,0.02930005936995397,0.04266367166652605,0.0016679632173706256,0.03327067500612073,0.01017059597436037,-0.015305983482604356,-0.028460014618713097,0.007103015853800292,-0.013928208871946826,0.03348056341599275,-0.006343520211967234,0.002873254636257208,0.023178919471916398,0.01620807344141725,0.004803815818931232,0.07789591038476101,0.058278934526536645,-0.08836771776232388,-0.08449972909348667,-0.2886834522421166,-0.015824110968737166,-0.012234770361484798,0.06680083299004387,0.010833492515019076,0.44240717172357696,-0.14709181700855475,-0.019432433852003793,0.017903281585513752,-0.02925955776852207,-0.012637894644830191,0.04003001041650708,-0.028951330997180478,-0.05460197628533072,0.05862994477314839,0.059265142400608074,-0.08707018538756155,-0.14591160592185579,0.016410366559831132,0.01638109997954465,0.01633448553128394,-0.15179375632006833,0.0045099773109285824,-0.0024868447383025456,-0.0575449289468424,0.023279030511544896,10.076559840607146
