AGER,ALPP,CCL18,CSF2,LAMP3,SCGB1A1,SCGB3A2,SFTPA1,SFTPA2,SFTPD,VIPR1,Intercept
0.2623736581311077,-0.02490391481087129,-0.12968405336845892,-0.03846237209612304,-0.33279882170383057,-0.10451654587271424,-0.03522601274822531,-0.04739253950699225,-0.06689754362550712,-0.12934766932545355,0.02821661304012975,10.070674821592917
