ATP1B4,CA3,DUSP29,EGLN1,ENO3,FGF6,IDI2,KLHL41,MYBPC1,MYBPC2,MYH4,MYL1,MYLPF,NEB,PRKAG3,RYR1,SOD2,TMOD4,TPM3,TTN,Intercept
-0.006195092639916135,-0.0384247036014279,-0.0032864280454858357,-0.17476458979212944,0.3190142463436881,0.0017289348098715469,-0.08079481198014178,0.10438228493289903,-0.28601176930022,-0.04040814773968134,0.01719081553036299,-0.06324148879695018,-0.0935839310522131,-0.014984812046921687,-0.027375037006654883,0.0056950980501946245,-0.16561084116467564,-0.016947167285482026,0.05664713166453096,0.027490473104869535,10.044352592269435
