BPIFB2,CCL28,CRISP3,CXCL5,LACRT,LEG1,LPO,ODAM,PRR4,TCN1,Intercept
-0.07850843363661875,-0.17609237074391224,0.3078689500141547,0.025614549161307808,0.18188942582396547,-0.0002621502939749881,0.010043068603775454,0.25931974671274305,-0.03795566980736091,-0.1857321820610209,10.009804785454737
