ACAN,BGN,CRLF1,CYTL1,ELN,FRZB,ITGBL1,LTBP2,MFGE8,SOST,SUSD5,THBS2,TNFRSF11B,VCAN,Intercept
0.4802732385283241,0.07284623517656384,-0.04683523420072305,-0.25319271589589887,-0.36244528181947067,-0.050759892930800944,-0.12198507393251938,-0.5558412952555916,-0.05004920873222578,0.04307412491216891,-0.14393659728737876,-0.01926720522693126,-0.35221208804344517,0.018244406511444895,10.070687833667986
