BLMH,CA6,CCL27,CD207,CDHR1,CDSN,CST6,DSG4,FABP9,GATA3,KRT14,POF1B,PSAPL1,S100A3,SCGB2A2,SERPINA12,SPINT3,Intercept
0.02757066681819088,0.23785241249343828,-0.18902405094294214,-0.15695661925744456,0.08796475350993098,-0.18763484926854163,-0.019816088887328494,0.24045296078885528,0.07471761824314542,0.060995909161589874,-0.033583492763309165,-0.24984618067695658,-0.012629080275009521,-0.04301157274250776,-0.0004306011835727252,0.015623978418368547,-0.04917655214449711,10.112972396415914
