AMY1A_AMY1B_AMY1C,AMY2A,CELA2A,CELA3A,CLPS,CPA1,CPA2,CPB1,CTRB1,CTRC,CTRL,CUZD1,GCG,GP2,KIRREL2,KLK1,PLA2G1B,PNLIP,PNLIPRP1,PNLIPRP2,PPY,PRSS2,REG1A,REG1B,REG3G,SEL1L,SERPINI2,SPINK1,Intercept
-0.009516755231316178,0.062397785579197174,0.09055913995865153,0.019153200556791414,-0.02734362756038373,-0.024288718883977548,0.09786086854838807,-0.11356710184378983,0.13346211382685733,0.0616797400897797,-0.11545035244638799,0.05399970508287755,0.028809477293075397,-0.12386630688632257,0.04924416154323703,-0.038725751554513584,0.33274441716250774,0.09900642932648408,0.025086776179476092,-0.0006741987184103552,-0.07393970885962792,-0.31509092172938324,-0.12605147632502312,-0.05665411287144772,-0.028726525992752824,-0.25991381429418886,0.13211301426674527,-0.4054393892327483,10.090661587181295
