ATP1B4,CA3,DUSP29,EGLN1,ENO3,FGF6,IDI2,KLHL41,MYBPC1,MYBPC2,MYH4,MYL1,MYLPF,NEB,PRKAG3,RYR1,SOD2,TMOD4,TPM3,TTN,Intercept
-0.022578129801816508,-0.03322735961540442,-0.02078181347427108,-0.18886691390658075,0.3117429800877362,-0.01969047819071647,-0.08854715626058299,0.1138796272040074,-0.2916880614472575,-0.05917481062274577,0.02175096466456887,-0.04500018777241881,-0.06685124054015681,0.00897204641548691,-0.00019684485662759994,0.012462495957919735,-0.17892190526844418,-0.02241227568001586,0.0700055553867178,-0.0027484457968983225,10.060368602132453
