ALPI,APOA4,CA7,CCL25,CDH17,CDHR2,CDHR5,CEACAM18,CEACAM20,FABP2,FABP6,GPA33,GUCA2A,GUCY2C,INSL5,LGALS4,LYPD8,MEP1A,MEP1B,MLN,MUC13,MUC2,NXPE4,PPP1R14D,PYY,RBP2,REG4,S100G,SLC51B,SPINK4,TMPRSS15,Intercept
0.0535953748700809,0.15980970467407313,0.04223464412967592,-0.08106160369034252,0.050490560682677224,-0.15550556288855732,0.1343191424228341,-0.00464449093629493,-0.10453755117751254,0.1350706634464879,0.08047502457759773,0.03504445994404726,-0.20741747378479286,0.004709540068927865,-0.03897564725148419,-0.24757379831585014,-0.04612297472464784,-0.0718286496828331,0.05567750015496571,-0.07756211856729217,-0.015698895415155057,0.0012808618628149231,0.04779930054210535,0.03298572461532477,-0.02125555850517287,-0.0871794833502935,-0.20843071332245616,-0.0759223986089488,0.0005387384228092513,-0.08907487223804307,0.032048744621936624,10.09122530535465
