ACAN,BGN,CRLF1,CYTL1,ELN,FRZB,ITGBL1,LTBP2,MFGE8,SOST,SUSD5,THBS2,TNFRSF11B,VCAN,Intercept
0.5166675822101254,0.0684285296917196,-0.07152906226971388,-0.21282174386854616,-0.3404373234867924,-0.0009714368506698225,-0.1402625845982149,-0.5858363379286006,-0.0604352036813572,0.002799412842577115,-0.14772894844187612,-3.2984466303749596e-05,-0.35167548584528796,0.03207984430453031,10.086771973352121
