BMP10,ITGB1BP2,MYL4,NMRK2,NPPB,PXDNL,TNNI3,Intercept
0.06752065376856789,-0.0388117808685085,-0.18573198901341015,0.0931787230340369,-0.17782861865772867,-0.009256992925638993,-0.08398470851071652,10.011144035864096
