"CD300LG","FABP4","LEP","PLIN1"
-0.00484893392772571,0.713437485119732,-0.223864899947048,-0.141074391730437
0.00429019814957166,0.690918481199252,-0.223610376044821,-0.0808089798499975
-0.000299641313598336,0.708301168726336,-0.225822541450431,-0.190731338641195
0,0.685438361697118,-0.236603826667224,-0.0228235598856951
0,0.694033613844994,-0.220980050699222,-0.0863464686164206
