"ANXA10","CA9","CBLIF","GHRL","GKN1","TFF1","TFF2"
0,0,0.00298739590680097,-0.0638134998313839,0,0.213374620978857,0.407451879405536
0,0,0.0288186976368805,-0.0731572450647477,0,0.178835039168406,0.462185768825945
0.00218096066613924,0,0.00557912273093162,-0.0711240097750659,0,0.188870569599785,0.424458631404539
0.0011077701535677,0,0,-0.0457885881272308,0,0.192220716642341,0.412773454421868
0,0,0.0257095218857022,-0.0658251398839324,0,0.194296164647992,0.426205679230839
