"CA3","EGLN1","IDI2","SOD2"
0.196578728419637,0.24738598534385,0.184552889812427,0.0237796163994536
0.139578494344285,0.233988301339879,0.160036376395598,0
0.148899473556547,0.208594519653341,0.14690351088054,0
0.167826553969593,0.221833214436177,0.162861103090613,0
0.161880579240154,0.227521940313066,0.151165318461562,0
