"ADH4","AGXT","AKR1C4","AMBP","ANG","ANGPTL3","APOH","ASGR1","C2","C4BPB","CA5A","CCL16","DCXR","EPO","F7","F9","FETUB","FGF21","GDF2","HAO1","HSD11B1","IGFBP1","INHBC","ITIH3","LBP","PON3","PROC","SERPINA11"
-0.0309617245863866,0.00469090191089226,0.033353094954826,1.05031174225544,0.255795519380959,-0.0161459355948912,0.0405025007876176,0.443233743937854,0,-0.0871836984970822,0.00799829834629039,0.216777943001805,0,0.0872385241898285,-0.542151468192048,0.392663833899302,-0.228205992358013,0.0961509363909651,-0.287614397140241,0.0248887063744886,-0.0362380961540377,0.0741568168538507,0.0106765709362374,0.515719665687942,0.0435882628342242,-0.273278370296365,-0.550336966929342,0.312584559003271
-0.0371380839688503,0.0514312108705704,0.043028961093437,1.04915266078137,0.223942457918809,0,0,0.471839798083123,0.00198651345690671,-0.0600489106575368,0.0140044542926335,0.22640290172721,0,0.0980472469717857,-0.547629640077924,0.422427746836836,-0.278506554666954,0.0954357316463802,-0.309217439490052,0,0,0.0715701292180885,0,0.482197990485101,0.0398844037505974,-0.268848788000261,-0.564653165406037,0.332897307896174
-0.027366875025268,0.0228382874177313,0.0496964579894916,1.02892830376453,0.214365694681272,-0.0085176275663173,0.000538228092501913,0.471985901274652,0,-0.0726847076457343,0,0.236896614860914,0,0.101199103515165,-0.512054593966408,0.423201849126041,-0.242953243545062,0.0782189132987906,-0.304102724815129,0.0292538858019237,0.00239641033754526,0.0836354337191086,0.00992479248474902,0.48573609658624,0.038184688923149,-0.264753807721939,-0.573003511039247,0.307166106822378
-0.0122629560879551,0.0250884309146786,0.0263215161767975,0.97589311922087,0.205253984151581,0,0.0414563719320269,0.496678667887757,0,-0.0443778458107002,0.0100917609889344,0.226014603829406,0,0.0857467878213672,-0.474216057005076,0.281450866722924,-0.224872804556154,0.0817676537198346,-0.279697523714714,0.0151812350745108,0,0.0842420073064063,0.028358998921839,0.51081615340801,0.0204418011874094,-0.268347182881866,-0.498547621160723,0.293411027222455
-0.018327700579369,0.00433359097039904,0.0487254753426545,1.02501109474231,0.210508963508444,-0.00771116051109766,0.0554421452978311,0.439520542476437,0,-0.0705870105039117,0.00816705981459429,0.256949570315903,0.0195107594626293,0.099685336814262,-0.517698142030217,0.426228964353629,-0.252383608470693,0.0885642421056443,-0.331379053619858,0.015996789263725,0.00136033370764217,0.0747636792065911,0.00716754742302571,0.532330302040918,0.0176682212524757,-0.285453420326322,-0.575516804655818,0.305118351060258
