"AKR1B1","GSTA3","SCARB1"
0,0.0113806794354157,0
0,0.0129289926880831,0
0.0132266634548861,0.0517860384508681,0
0.00731939215494278,0.0392940303888808,0
0.010649785469635,0.0536811742169304,0
