"HAVCR1","ITGB6","PTH1R","REN","UMOD"
0.525013618806306,0,0,0.298714870719067,-0.220434987571559
0.543477206353928,0,0,0.284211550788296,-0.238315345706041
0.532859212540945,0,0,0.290801998397249,-0.226665951456102
0.549757247187651,0,0,0.296756024374619,-0.234647833686989
0.563228258764436,0.0667783370897606,0.0532914775949696,0.286261197891052,-0.259997527394299
