"BLMH","CA6","CCL27","CD207","CDHR1","CDSN","CST6","DSG4","FABP9","KRT14","SERPINA12"
-0.00975141539232593,-0.342167861057708,0.335887067271569,0.303924787157813,-0.0925693014056346,0.358597518528312,0.182780603022023,-0.50213789145891,-0.0688212160312369,0.006206505308874,-0.0426986630393149
0,-0.325308467830078,0.317214409833907,0.299320223914632,-0.106989909078857,0.381573757397715,0.16248867488975,-0.470766863281118,-0.0468021895232699,0,-0.0423739398230369
0,-0.304962904776609,0.299145606793669,0.267293892368036,-0.0920369510198236,0.375847952966641,0.119362828571269,-0.41789300373809,-0.0987431128454085,0,-0.0432661425284256
0,-0.322192595494636,0.329816296116173,0.250667048048318,-0.0792927149385342,0.369701235746177,0.116909118060026,-0.4399967380047,-0.0432001838830791,0,-0.0384391626817283
0,-0.324752518117231,0.317729285664936,0.277277139658774,-0.0750006342527668,0.365304889383705,0.156680750114924,-0.470745385587858,-0.0647876733731301,0,-0.0344581279573085
