"ITGB1BP2","NPPB","TNNI3"
0.0356936867128394,0.288886819716065,0.0965811366170546
0.034248263315885,0.279268528440944,0.115037169479248
0.0348271367104688,0.289023598618933,0.0865177986828038
0.0341788910799879,0.291868670351167,0.110631558607946
0.0370513954658601,0.290800661486464,0.108840498173062
