"LEFTY2","PAEP","WFIKKN2"
0.204557000408281,-0.0846908036319479,-0.28503961662352
0.173728962144309,-0.0788777839611366,-0.256097247865249
0.184244993796648,-0.0810855648416931,-0.269876669732433
0.201692363995369,-0.088855321600222,-0.240100571937223
0.211183708113843,-0.0871082046989439,-0.267731426470311
