"BSND","CYP24A1","HAVCR1","ITGB6","NPHS2","PDZK1","PTH1R","REN","UMOD"
0,0.0217842115035765,0.546894128444899,0,0,0,0,0.301590097839098,-0.238758644879373
0,0.0145011337049589,0.557717438755193,0.0414297863967775,0,0,0,0.287422487085354,-0.24890907820726
0,0,0.504525454744102,0,0,0,0,0.289545096261919,-0.194327893355905
0,0.0156685074715069,0.564517435548831,0.05876392184984,0,0,0,0.296362584249626,-0.252988832502569
0,0,0.544729707742666,0,0,0,0,0.290250523057482,-0.209859127124337
