"ACAN","BGN","CRLF1","CYTL1","ELN","FRZB","ITGBL1","LTBP2","MFGE8","SOST","SUSD5","THBS2","TNFRSF11B","VCAN"
-0.692609901417961,-0.120372074808253,0.00432022868942861,0.327537988017568,0.573924244287051,0,0.208153290683105,0.906383599344266,0.050785190361366,0,0.166525046903485,0.0204575876963879,0.525747787018912,0
-0.690255232515549,-0.117423677828009,0.0308915381529504,0.267125175911227,0.578740537905527,0,0.255175940334347,0.86830150909805,0.0514937746127702,0,0.210332934846242,0.00978171314424056,0.516765906280414,0
-0.706533712171134,-0.0990260116923355,0.0619115435951659,0.26646323156285,0.560413179401386,0,0.246897607058888,0.911070022921333,0.0446015915008326,-0.0102791992065311,0.165641786524936,0,0.499004895553956,0
-0.766882062716274,-0.102447694543215,0.135949453231855,0.295034184985513,0.600245296166652,0.0265334256191288,0.268200006611504,0.84372383291542,0.0819464330756396,0,0.225870369111127,0,0.51900212047693,0
-0.740384114892861,-0.111122884368264,0.0451297768754776,0.272569588510012,0.541419155206159,0,0.223863835276766,0.937720389030017,0.0759668605935978,0,0.176725402564366,0,0.520033791039988,0
