"ACRBP","ACRV1","ART5","BPIFA2","BRAP","BRDT","BRME1","CBX2","CDC25A","CETN3","CLSPN","CRISP2","DCUN1D1","DDX4","DDX53","DEFB118","DKKL1","DNAJB8","GAGE2A","GJA8","H2AP","HMMR","IL13","IL31","IL5","INSL3","IZUMO1","KEL","KLK3","KLK4","LELP1","LYAR","LYZL2","MAGEA3","MENT","MSMB","NAA80","OTOA","PBK","PDCL2","PRAME","PRND","RAD51","RLN1","SDK2","SPESP1","SPINK2","TCP11","TEX101","TEX33","TIMD4","TMCO5A","TPPP2","UBQLN3","ZNRF4"
0,0.089670074898702,0,-0.0435654611172869,-0.00116425187819133,0.0197184834169386,0,0,0,0,0,-0.0405580789118672,0,-0.0150460823572793,0,0,0.0326358653266187,0,0,-0.0244205268736546,0,0,0,0,-0.00578289346465166,-0.111576688513545,-0.0390166896769512,0.0862465046467639,0.139863022131758,0.471055946406943,0.00123556502843582,0,-0.0118462137364481,-0.00258481498452129,-0.54783719276538,0.239980144779439,0,0,0,0,0,0.0115726015247717,0.0528681664376952,-0.0778279593941501,-9.51579070847546e-05,0.0229091225607409,0.159738748702262,0,0,0,0.229142491076814,0,0,0.0604939189826288,0
0,0.0954758231428909,-0.0149968006720242,-0.0396763627570916,-0.0304670023204194,0.063060036716056,0,0,0,0.0215115061057817,0,-0.0373996698312609,-0.0192458395044236,-0.0561020396359837,0,0,0.0321401789913695,0,0.00307240053170373,-0.0219181081491284,0,0,0,0,-0.00706144987261478,-0.131583696003817,-0.0361022392596193,0.151661248686701,0.143383705770624,0.465264213846441,0,0,-0.018023466550914,-0.0226021914163532,-0.571358036491106,0.247413311615632,0.00673285453054146,0,0,0,0,0.0378441601141113,0.0471245680088301,-0.0813707061608111,0,0.043132326599411,0.180353702747901,0,0,0,0.200610238393953,0,0,0.0772995685237186,0
0,0.117785132145722,-0.00418967702325713,-0.0485717011360401,-0.0250159529794027,0.0770244713710146,0,0,0,0,0,-0.076374584545981,-0.0286929410389647,-0.0443052044576628,0,0,0.0270443317597751,0,0,-0.0326619087424176,0,0,-0.0011010834096411,-0.00362282829143942,-0.00752673102670613,-0.114060037605857,-0.0431323194396682,0.115950423433394,0.128269955084469,0.459387434156481,0,0,-0.0367183254788305,-0.0186151570288234,-0.486472784752415,0.240630157897322,0,0,0,0,0,0.0198543247366284,0.0593654321330796,-0.100033558447311,-0.0365185669243154,0.0329158193479315,0.157579975310527,0,0,0,0.213709931046507,0.00851875670156981,0,0.0795046681342791,0
0.0112858182772915,0.140591705651846,-0.0232028844705514,-0.0527167678804046,-0.0380076093671614,0.0825331443159134,0,-0.021232160562217,0,0,-0.0417897490892688,-0.0874285744786,0,-0.0807999711267239,-0.034918382058771,0.0325704492846676,0.0429801479561274,-0.0079346160638647,0.0425638981589787,-0.0601438973922437,0,0,-0.0179113163524616,-0.00283632947556877,-0.0181417797810972,-0.136202386380785,-0.0822959666491473,0.128174239053077,0.146943914507686,0.470849594297074,0.0257762070708446,0.0142507115564106,-0.0861546067932271,-0.0210481539015965,-0.602379303738541,0.24563708004494,0.0252458298461429,0,0,0,0,0.0390567969695592,0.0798972366675199,-0.0832397587308569,-0.0514765529752105,0.0656694090803066,0.195329208714445,-0.0242809848060032,-0.0301119475048287,-0.0518835117407374,0.21294245426752,0.016016161743275,0.000275512783478053,0.0856245076881439,0
0.00627669843134881,0.112628408241758,-0.00240311320497679,-0.0389540099455523,-0.0384640793673695,0.0924592429143181,0,0,0,0.0207885109876268,0,-0.0487073521581645,-0.0251803195723449,-0.0321488463921014,0,0,0.0437414975966251,0,0.0079986345501783,-0.0556052747376588,0,0,0,0,-0.00241724718529237,-0.140451907722994,-0.0803896145933967,0.122121342318738,0.133777570012587,0.466505487072772,0.00638325804073778,0,0,-0.0264816073325193,-0.660661597781334,0.230692301482242,0.00478317442497466,0,0,0.00168863551916956,0,0.0264139868167548,0.058247661517951,-0.0804308652861474,-0.0144055564400849,0.0826427934914045,0.153432407367996,0,0,0,0.190823108606299,0,0,0.0449353338677723,0
