"BPIFB2","CCL28","CRISP3","CXCL5","LACRT","LEG1","LPO","ODAM","PRR4","TCN1"
0.145801315108849,0.295406271467261,-0.475008524081719,-0.0487064519256082,-0.291420321493676,0.00747269798059137,-0.0206219572743512,-0.384980462296229,0.0747622960957944,0.269444336741541
0.109641439223001,0.265568303346002,-0.317531273917941,-0.032852536667396,-0.173569298870385,0,0,-0.360123390686704,0.0547041498592757,0.18321740586021
0.132296305985794,0.272853746341837,-0.354014257981967,-0.0457742744640437,-0.260666636077224,0,0,-0.387070889826264,0.0506326936377374,0.196715170346667
0.119577876257462,0.269969367088498,-0.402352643387621,-0.0379702959732335,-0.265280323804446,0,0,-0.400422434633823,0.0506135145959767,0.237526368650417
0.124828900619696,0.326389045283044,-0.438911028702493,-0.0546354196483459,-0.223154474324745,0,0,-0.381774187683932,0.036061567046814,0.26150466221205
