"ANXA10","CA9","CBLIF","CTSE","GAST","GHRL","GKN1","LIPF","MUCL3","PGA4","TFF1","TFF2"
0,0,0,0,0.113257818804627,-0.0528245776271125,0,-0.0730767581571813,0,0.108204455811363,0.138052628263924,0.326140829196526
0,0,0,0,0.109428103996541,-0.0346817771493259,0,-0.0243412622245038,0,0.0599516369229354,0.14820529580443,0.325192624694157
0,0,0,0,0.119214117997644,-0.0751689693127396,0,-0.0518665148574273,0,0.0733182721425522,0.122717588841388,0.370933430930464
-0.00525266553070099,0,0,0,0.126670838323442,-0.0691860814877592,0,-0.0963559573498931,-0.0462276814723238,0.103713071276424,0.137906527630566,0.362905321539783
0,0,0,0,0.121492048451872,-0.0816931863093736,0,-0.0774953384642962,0,0.0934401368747651,0.140371325889803,0.36823212087787
