"AKR1B1","FDX1","GSTA3","SCARB1"
0,0.122392733044129,0.007644390979268,0
0,0.0373896574659786,0,0
0,0.168156568833124,0.0300572902391621,0
0,0.096479533566178,0.016811678129654,0
0,0.15872503741406,0.0277692826628339,0
