"ATP1B4","CA3","DUSP29","EGLN1","ENO3","FGF6","IDI2","KLHL41","MYBPC1","MYBPC2","MYH4","MYL1","MYLPF","NEB","PRKAG3","RYR1","SOD2","TMOD4","TPM3","TTN"
0,0.0598961282390167,0.0066512530556177,0.287714339580404,-0.4876987019177,0,0.11696215221871,-0.112092252115017,0.439020607987397,0.071009393318442,0,0.0159642442734147,0.128153425120562,0,0,0,0.204919510088403,0,0,0
0,0.0517398584333688,0,0.295638094907014,-0.502880481372885,0,0.102111376250942,-0.11905055417077,0.488669548037596,0.0745299218581048,0,0.0145996879777844,0.0833260122972543,0,0,0,0.228804632445885,0,-0.0125012507095003,-0.00813510143741929
0,0.0429461911870215,0,0.276091656645045,-0.478776064957567,0,0.085526812187805,-0.113047131745772,0.457674028674393,0.057497669961381,0,0.0385852639466437,0.117100383890855,0,0,0,0.209771684398026,0,-0.0302891275640714,-0.0136978992757563
0,0.0622788177106949,0.0151095244513449,0.286352511944801,-0.45840920490573,0.0140365681558676,0.0924327293469313,-0.165759802792298,0.441457496776556,0.0670697360188291,0,0.0162815927849362,0.146007346167528,0,0.00225742866183171,0,0.205118916005093,0,-0.0450616588792346,0
0,0.035379335286271,0.0100039785215722,0.298075898374947,-0.473019298762891,0,0.103927357155686,-0.12672870091609,0.474160378939857,0.09054338182913,0,0.0151506001994776,0.0750663888389428,0,0,0,0.239510223991645,0,-0.0540997233081695,0
