"ANXA1","CST5","DEFB4A_DEFB4B","GBP6","IL36A"
0.27658527230815,0.234286853420624,0.143568848089106,-0.0355254551910664,0
0.294328356048193,0.245125554081625,0.143605544663271,-0.028622371997655,-0.00196978711863709
0.278102271624531,0.213368046286495,0.143688038197248,-0.102258275458993,0
0.292767320580576,0.238972046903289,0.147004642503388,-0.0429632990009329,-0.00442287089260995
0.267992945818747,0.252156955464954,0.136414931954994,-0.0135643077755165,0
