"AMY1A_AMY1B_AMY1C","AMY2A","CELA2A","CELA3A","CLPS","CPA1","CPA2","CPB1","CTRB1","CTRC","CTRL","CUZD1","GCG","GP2","KIRREL2","KLK1","PLA2G1B","PNLIP","PNLIPRP1","PNLIPRP2","PPY","PRSS2","REG1A","REG1B","REG3G","SEL1L","SERPINI2","SPINK1"
0,-0.0711731864631579,-0.137270294938134,-0.00704241331359117,0.0273543952756459,0,-0.148789043117869,0.148112049854185,-0.199509976825857,-0.102593694722558,0.154855475345859,-0.0528538105187665,-0.046589697674734,0.195276679045953,-0.0565651066999208,0.0602235756635176,-0.527367167240197,-0.140238564499308,-0.0155162787315195,0.00121938051942786,0.11944556173141,0.516706020366192,0.188524775578569,0.0965480708254242,0.0254955260516906,0.399494150426554,-0.209149308751185,0.641740733911195
0,-0.0346206373371395,-0.167943974599479,0,0.0407339887250974,0.0268317056527107,-0.137407282905634,0.145962311949889,-0.173667783906045,-0.104267223610538,0.14737748284985,-0.104209747557354,-0.0537706927425781,0.207495543054737,-0.0785748771209488,0.0586545418857658,-0.511759953760072,-0.144325872694577,0,-0.0016977134068157,0.103785605509435,0.443970174013456,0.230444476645907,0.0776708279586031,0.0188705461670155,0.442780010431338,-0.179821567560876,0.626274855998611
0,-0.0481277277837194,-0.151252714827692,0,0.0238296261439969,0.0563778560264266,-0.175645575635095,0.0818145939769811,-0.139918595116356,-0.0969423529402666,0.139322697907099,-0.095207046466121,-0.045574161460345,0.192678416213628,-0.0868862093597328,0.0519784264500674,-0.549722705863538,-0.102389430361337,0,-0.00128621935639016,0.103598813749787,0.453085015946097,0.22547187763713,0.0648389454822119,0.017486227670638,0.395279081707432,-0.172159168960802,0.636460862731553
0,-0.0407089657869576,-0.162409554343365,0,0.0145461092825568,0,-0.139339473560129,0.0964579334728921,-0.115379723361472,-0.104411988541802,0.112532390008217,-0.0908062746560786,-0.0385298895587073,0.204082899367512,-0.0926233277000728,0.0524650761119296,-0.52331596714967,-0.108543850199206,0,0.000862730355135746,0.0984417899221003,0.519573050267227,0.249644154332722,0.0488770500048976,0.0168336441414595,0.406819947612229,-0.195965017191425,0.598535047928526
0,-0.0353584058490857,-0.115867574269641,0,0.0379693013060529,0.0035319449840457,-0.118526678663247,0.0579802959633555,-0.0861922401442378,-0.104437335357833,0.153935505176569,-0.145344618005985,-0.039536421567647,0.195642422713655,-0.0754540042386555,0.0604193818819306,-0.598794978173962,-0.10173647088635,-0.00168002948218576,0.00156939287960989,0.10651032343416,0.488413137902695,0.209693232760581,0.0790403808601707,0.0389070511287603,0.413660534231627,-0.196661835780338,0.616231874688411
