"Intercept","BPIFB2","CCL28","CRISP3","CXCL5","LACRT","LEG1","LPO","ODAM","PRR4","TCN1"
57.211700518056,0.627546020435963,1.59606413756321,-2.93917610792769,-0.0387218229596556,-0.338805981758437,-0.661637645272295,-0.757026516347683,-0.822294459621092,-0.101776754201021,0.379845380940437
57.1818124880394,0.615632750036877,1.66412567393968,-2.87343402831454,-0.0117506281870045,-0.248659232278522,-0.692644352537474,-0.732581311451949,-0.829267063054575,-0.105257632570632,0.256870582077746
57.193237600583,0.644105162978188,1.61611975757309,-2.8729390077439,-0.0282079279653185,-0.313471690108411,-0.726998583467883,-0.759820644366478,-0.828689338541704,-0.0749997127914484,0.331156446170806
57.191137772312,0.693061182576092,1.68689037198069,-2.87870532383549,-0.0240371879747375,-0.315025011297835,-0.673038377078158,-0.793504260419352,-0.823432146019072,-0.126528594852,0.388799127690882
57.1957215964548,0.653827788325409,1.66032476890893,-2.90880853728688,-0.00912900690199823,-0.357226446736375,-0.668328355092021,-0.728747380794343,-0.831394539151337,-0.133707269481204,0.402315779462734
